gml_id	Latitude	Longitude	X_coordina	Y_coordina	LOD	Year_of_co	Refurbishm	ALKIS_code	PrimaryUsa	PrimaryU00	SecondaryU	Secondar00	BuildingTy	Footprint_	Total_wall	Total_wa00	Total_outw	Total_shar	Total_roof	Gross_volu	Is_Gross_v	Heated_vol	Ridge_mean	Eaves_mean	Storey_num	Average_St	Number_of_	Number_o00	Attic_Heat	Basement_H	Basement_c	Surface_ar	Heated_are	Mean_Uvalu	Specific_d	Specific_s	Total_Year	January_He	February_H	March_Heat	April_Heat	May_Heatin	June_Heati	July_Heati	August_Hea	September_	October_He	November_H	December_H	PV_potenti
DEBW522AA00044893	4.879.366	919.967	3514742.38	5406262.4	LOD2	1990	MediumRefurbishment	2120	industry	169.3	none	0	RH	105.8	112.1	0	223.3	203.4	105.8	542.2	FALSE	529.1	5.1	5.12	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.1	0.602	169.3	0.4	32,9	11.5	7505	656	335	100	5	0	0	0	0	0	11	210	624	4.34
DEBW522AA0004451a	4.878.942	919.882	3514681.18	5405791.42	LOD2	2014	MediumRefurbishment	1010	residential	1348.8	none	0	HH	212.5	764.1	0	992.9	263.9	379.1	4427.7	FALSE	4215.1	24.4	15.76	9	2.6	25	39	HEATED	NOT_HEATED	1	0.317	1348.8	0.4	15,8	29	60461	9746	6811	4334	896	20	0	0	0	68	1793	5904	9526	14.32
DEBW522AA0004402f	4.878.871	920.987	3515493.26	5405714.75	LOD2	1963	MediumRefurbishment	1010	residential	102.3	none	0	RH	47.7	120.1	0	247.4	99.2	66	367.5	FALSE	319.8	9.6	5.88	3	2.9	1	2	HEATED	NOT_HEATED	1	0.6890000000000001	102.3	0.53	15,8	63.4	8108	1611	1111	657	125	5	0	0	0	20	339	1042	1578	2.69
DEBW522AA00043f91	4.879.333	920.857	3515396.88	5406228.4	LOD2	1988	MediumRefurbishment	2112	industry	7653.1	none	0	HH	973.9	3942	0	4390.3	386.6	973.9	23916	FALSE	23916	27.8	27.81	11	2.5	0	0	NO_ROOM	NO_ROOM	0	0.246	7653.1	0.42	32,9	2.5	270927	7910	3088	432	7	0	0	0	0	0	14	1183	6813	45.62
DEBW522AA00043f93	4.879.287	920.854	3515394.75	5406176.61	LOD2	1988	MediumRefurbishment	2112	industry	2698.9	none	0	GMH	536.9	1664.2	0	1734.2	214.8	536.9	8788.5	FALSE	8434.2	16.4	16.38	6	2.6	0	0	NO_ROOM	NOT_HEATED	0.7000000000000001	0.32	2698.9	0.37	32,9	3.3	97708	3553	1451	228	4	0	0	0	0	0	9	621	3155	24.98
DEBW522AA00043f94	4.879.345	92.082	3515369.53	5406241.56	LOD2	1980	MediumRefurbishment	2112	industry	1023.8	none	0	RH	320.1	626.3	0	626.3	388	320.1	3282.5	FALSE	3199.3	10.3	10.26	4	2.5	0	0	NO_ROOM	NOT_HEATED	0.30000000000000004	0.386	1023.8	0.43	32,9	6.4	40244	2363	1139	292	13	0	0	0	0	0	19	586	2192	15.21
DEBW522AA00043f95	4.879.385	920.787	3515344.65	5406285.67	LOD2	1980	MediumRefurbishment	2112	industry	1115.4	none	0	MFH	317	685	0	1069.8	463.8	317	3714	FALSE	3485.5	11.7	11.72	4	2.8	0	0	NO_ROOM	NOT_HEATED	0.7000000000000001	0.367	1115.4	0.37	32,9	5.1	42380	2129	1006	204	5	0	0	0	0	0	10	481	1893	15.21
DEBW522AA00043f96	4.879.401	920.785	3515343.43	5406302.97	LOD2	1980	MediumRefurbishment	2112	industry	47	none	0	RH	51	41.7	0	144.1	80.1	51	105.7	FALSE	105.7	2.1	2.06	1	2.1	0	0	NO_ROOM	NO_ROOM	0	13.599.999.999.999.900	47	0.34	32,9	19.4	2460	284	169	62	4	0	0	0	0	0	9	120	268	2.17
DEBW522AA00043f97	4.879.373	920.802	3515355.79	5406272.18	LOD2	1982	MediumRefurbishment	2112	industry	69.3	none	0	RH	43.5	97.1	0	198.4	78.8	43.5	236.9	FALSE	216.7	5.5	5.47	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.5	0.8150000000000001	69.3	0.44	32,9	19	3595	439	212	67	5	0	0	0	0	0	11	156	429	1.09
DEBW522AA00043f98	4.879.353	9.207.840.000.000.000	3515343.17	5406250.55	LOD2	1980	MediumRefurbishment	2112	industry	6592.2	none	0	GMH	940.2	2480.2	0	2800.2	759.3	940.2	17967.3	FALSE	17967.3	19.7	19.66	8	2.5	0	0	NO_ROOM	NO_ROOM	0	0.243	6592.2	0.39	32,9	0.9	222487	2586	893	93	1	0	0	0	0	0	1	230	2067	45.62
DEBW522AA00043f99	487.936	920.797	3515352.36	5406257.62	LOD2	1980	MediumRefurbishment	2112	industry	224.7	none	0	RH	140.3	134	0	257.2	341.5	140.3	816.9	FALSE	702.3	5.8	5.82	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.8	0.534	224.7	0.36	32,9	9.7	9576	779	363	88	3	0	0	0	0	0	9	226	724	6.52
DEBW522AA00043f9a	4.879.341	920.805	3515358.16	5406237.3	LOD2	1980	MediumRefurbishment	2112	industry	404.8	none	0	RH	112.1	158.6	0	158.6	263.9	112.1	1097	FALSE	1097	9.8	9.78	4	2.4	0	0	NO_ROOM	NO_ROOM	0	0.34900000000000003	404.8	0.39	32,9	1.6	13936	265	86	13	0	0	0	0	0	0	0	29	242	5.43
DEBW522AA00043f9b	4.879.336	920.762	3515327	5406230.86	LOD2	1980	MediumRefurbishment	2112	industry	719.8	none	0	RH	275.3	362.7	0	362.7	108.7	275.3	1696	FALSE	1696	6.5	6.46	3	2.2	0	0	NO_ROOM	NO_ROOM	0	0.539	719.8	0.38	32,9	3.2	25963	905	359	56	1	0	0	0	0	0	2	157	831	11.95
DEBW522AA00043f65	4.878.789	919.787	3514612.33	5405620.5	LOD2	1980	MediumRefurbishment	1010	residential	232.6	none	0	EFH	106.6	261.3	0	525.7	42.2	125.5	833.6	FALSE	727	9.5	5.78	3	2.8	1	1	HEATED	NOT_HEATED	1	0.64	232.6	0.43	15,8	49.4	15180	2842	1970	1197	253	11	0	0	0	34	598	1792	2799	5.52
DEBW522AA00043f66	4.878.797	919.787	3514611.59	5405630.21	LOD2	1980	MediumRefurbishment	2463	non-heated	59.7	none	0	EFH	74.4	71.6	0	216.6	41.9	74.4	191	FALSE	186.5	2.6	2.56	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.1	1.163	59.7	0.30000000000000004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26
DEBW522AA00043d42	4.878.822	920.192	3514909.18	5405658.53	LOD2	1975	MediumRefurbishment	1010	residential	224.3	none	0	RH	122.9	160.9	0	320.3	82.3	122.9	546.7	FALSE	546.7	4.4	4.44	2	2.2	3	7	NO_ROOM	NO_ROOM	0	0.744	224.3	0.42	15,8	39	12310	2248	1496	871	167	6	0	0	0	17	391	1340	2221	5.43
DEBW522AA00043c78	48.790.350.000.000.000	92.049	3515127.91	5405895.75	LOD2	1952	MediumRefurbishment	1010	residential	1245.8	none	0	GMH	206	631.7	0	821.5	458.8	293.6	3934.3	FALSE	3893.2	22.2	15.92	8	2.8	20	32	HEATED	NOT_HEATED	0.2	0.289	1245.8	0.48	15,8	31	58392	9364	6683	4467	1176	37	0	0	0	99	1906	5773	9153	14.32
DEBW522AA00043c79	4.879.025	920.498	3515133.96	5405884.31	LOD2	1949	MediumRefurbishment	2463	non-heated	32.7	none	0	RH	40.1	50.5	0	156.5	44	40.1	126.7	FALSE	102.3	3.2	3.16	1	2.6	0	0	NO_ROOM	NOT_HEATED	0.6000000000000001	1.127	32.7	0.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00043c7b	4.879.015	920.491	3515128.63	5405873.46	LOD2	1949	MediumRefurbishment	2020	office and administration	190.4	none	0	RH	116.6	208.4	0	373	133.3	117.4	655.3	FALSE	594.9	6.3	5.15	2	2.6	0	0	NOT_HEATED	NOT_HEATED	0	0.678	190.4	0.45	14,6	67	15540	3127	2140	1324	349	30	1	0	0	71	688	1953	3075	5.43
DEBW522AA00043989	4.879.071	920.609	3515214.81	5405935.98	LOD2	1975	MediumRefurbishment	1010	residential	454.7	none	0	MFH	166.4	377.6	0	668.9	0	260.7	1587.5	FALSE	1421	12.5	6.55	4	2.9	6	13	HEATED	NOT_HEATED	1	0.538	454.7	0.48	15,8	47.6	28840	5382	3701	2228	449	17	0	0	0	58	1094	3399	5309	11.99
DEBW522AA00043691	4.878.938	920.378	3515045.87	5405787.28	LOD2	2011	MediumRefurbishment	3051	health care	10352	none	0	HH	1507.9	3983.8	0	6494.2	1210.2	2501.8	33858	FALSE	32350.1	33.7	2.22	12	2.7	0	0	HEATED	NOT_HEATED	1	0.243	10352	0.47000000000000003	155,5	111	2759181	230982	182475	147639	76176	20861	2128	384	640	26336	82599	157474	221436	111.75
DEBW522AA00043692	4.878.917	920.464	3515108.88	5405764.6	LOD2	2011	MediumRefurbishment	3051	health care	47.6	none	0	EFH	26	105.5	0	105.5	0	45	123.8	FALSE	123.8	4.7	4.71	2	2.4	0	0	NO_ROOM	NO_ROOM	0	1.425	47.6	0.44	155,5	149.2	14512	1534	1155	873	379	76	4	0	0	109	473	1011	1490	1.09
DEBW522AA00043693	4.878.939	920.459	3515105.16	5405789.55	LOD2	2011	MediumRefurbishment	3051	health care	13217.3	none	0	GMH	2467.3	4582.3	0	6118.2	425.6	2467.3	43759.3	FALSE	41304.1	22	21.96	8	2.6	0	0	NO_ROOM	NOT_HEATED	1	0.223	13217.3	0.34	155,5	112.7	3545177	291148	233412	193324	105844	33227	3985	793	1237	38815	109216	200375	278115	117.31
DEBW522AA00043694	487.896	920.417	3515074.15	5405812.74	LOD2	1997	MediumRefurbishment	2112	industry	40.2	none	0	RH	49.2	88	0	278.3	218.5	49.2	150.6	FALSE	125.5	3.1	3.06	1	2.6	0	0	NO_ROOM	NOT_HEATED	0.5	1.355	40.2	0.62	32,9	71.2	4179	801	522	260	31	0	0	0	0	0	60	419	766	2.17
DEBW522AA00043695	4.878.953	920.376	3515044.12	5405804.24	LOD2	1997	MediumRefurbishment	2112	industry	115.8	none	0	RH	125.6	58.7	0	350	523.1	125.6	271.5	FALSE	271.5	2.1	2.14	1	2.1	0	0	NO_ROOM	NO_ROOM	0	1.142	115.8	0.43	32,9	26.4	6862	882	578	274	28	0	0	0	0	0	49	418	829	5.43
DEBW522AA00043698	4.878.976	92.036	3515032.57	5405829.86	LOD2	1997	MediumRefurbishment	3051	health care	13022.5	none	0	HH	1568.6	4735.5	0	5727.8	1179.6	1568.6	35938.6	FALSE	35938.6	27.3	27.34	11	2.5	0	0	NO_ROOM	NO_ROOM	0	0.219	13022.5	0.4	155,5	103.5	3373856	267253	213440	174430	92275	26733	2975	595	949	33060	98175	183448	255129	72.78
DEBW522AA00043613	4.878.886	921.332	3515747.05	5405731.96	LOD2	1979	MediumRefurbishment	1010	residential	219.3	none	0	RH	97.9	177	0	349.1	106.9	122.4	783.3	FALSE	685.4	9.8	65.600.000.000.000.000	3	2.9	3	5	HEATED	NOT_HEATED	1	0.547	219.3	0.51	15,8	46.6	13690	2560	1749	1053	214	9	0	0	0	24	477	1580	2550	5.13
DEBW522AA000435bc	4.878.859	919.523	3514418.09	5405698.03	LOD2	1962	MediumRefurbishment	3044	office and administration	770.9	none	0	RH	210.2	393.4	0	560.4	346	211.1	2138.9	FALSE	1988.6	10.8	9.35	4	2.3	0	0	NOT_HEATED	NO_ROOM	0	0.381	770.9	0.48	14,6	45.9	46684	8010	6053	4330	1448	125	3	0	1	306	2197	5264	7683	9.78
DEBW522AA000435bd	4.878.851	919.529	3514422.43	5405689.96	LOD2	1962	MediumRefurbishment	3044	office and administration	111.1	none	0	RH	61.2	91.6	0	183.1	194.8	61.2	282.9	FALSE	282.9	4.6	4.62	2	2.3	0	0	NO_ROOM	NO_ROOM	0	0.756	111.1	0.41000000000000003	14,6	51	7293	1418	942	583	150	13	0	0	0	31	299	849	1386	2.17
DEBW522AA00043188	4.879.175	920.376	3515043.75	5406050.81	LOD2	1950	MediumRefurbishment	1010	residential	98.6	none	0	RH	46.5	59.8	0	135	200.8	60.8	354.7	FALSE	308.1	9.3	5.99	3	2.8	1	1	HEATED	NOT_HEATED	1	0.505	98.6	0.48	15,8	45.9	6091	1151	783	437	67	2	0	0	0	8	220	730	1130	1.79
DEBW522AA0004312e	4.879.193	920.285	3514976.68	5406071.68	LOD2	1976	MediumRefurbishment	1010	residential	912.9	none	0	MFH	214.1	625.1	0	918.2	208.1	251.1	2914.4	FALSE	2852.8	15.3	11.63	6	2.5	11	25	HEATED	NOT_HEATED	0.30000000000000004	0.379	912.9	0.48	15,8	37	48262	8538	5852	3445	625	17	0	0	0	63	1604	5277	8381	12.97
DEBW522AA0004312f	4.879.216	9.202.960.000.000.000	3514985.02	5406096.27	LOD2	1960	MediumRefurbishment	2463	non-heated	46.8	none	0	EFH	50.5	68.3	0	221	0	50.8	115.6	FALSE	101.2	2.6	1.99	1	2	0	0	NOT_HEATED	NO_ROOM	0	1.467	46.8	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.17
DEBW522AA00043130	4.879.193	920.327	3515007.94	5406071.65	LOD2	1960	MediumRefurbishment	2463	non-heated	36.3	none	0	RH	40.2	31.9	0	111.1	104.1	40.2	97.9	FALSE	97.9	2.4	2.44	1	2.4	0	0	NO_ROOM	NO_ROOM	0	1.148	36.3	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00042f26	4.878.844	920.248	3514950.56	5405682.93	LOD2	1952	MediumRefurbishment	2050	retail	87.9	none	0	RH	47.4	83.9	0	179.8	50.6	47.4	184.5	FALSE	184.5	3.9	3.87	2	1.9	0	0	NO_ROOM	NO_ROOM	0	0.969	87.9	0.42	73	49.1	10733	1075	736	445	109	9	0	0	0	19	214	649	1061	2.17
DEBW522AA00042d20	487.876	920.124	3514859.72	5405589.89	LOD2	1987	MediumRefurbishment	1010	residential	837.2	none	0	GMH	182.4	506.5	0	791	240.8	298.5	2798.6	FALSE	2616.2	17.6	11.41	6	2.8	13	27	HEATED	NOT_HEATED	1	0.369	837.2	0.45	15,8	35.5	42949	7282	5186	3236	642	16	0	0	0	66	1535	4615	7109	11.29
DEBW522AA00042caf	4.878.806	921.065	3515551.24	5405642.08	LOD2	1929	MediumRefurbishment	1010	residential	154.8	none	0	MFH	56.5	108.4	0	177.9	239.1	88.6	611.3	FALSE	554.8	13.5	8.09	4	3.1	2	3	HEATED	NOT_HEATED	1	0.438	154.8	0.48	15,8	50.1	10204	1861	1335	850	192	7	0	0	0	28	444	1217	1817	3.42
DEBW522AA00042c76	4.878.849	919.614	3514484.4	5405687.84	LOD2	2015	MediumRefurbishment	1010	residential	766	none	0	MFH	182.8	385.4	0	622.6	529.1	212.1	2576.7	FALSE	2393.9	15.8	11.69	5	3	10	16	HEATED	NOT_HEATED	1	0.316	766	0.38	15,8	27.5	33190	5312	3719	2240	358	5	0	0	0	25	960	3271	5166	10.24
DEBW522AA00042c77	4.878.857	919.605	3514477.94	5405695.88	LOD2	1955	MediumRefurbishment	2463	non-heated	34.5	none	0	RH	37.9	42.6	0	145.8	53.1	37.9	89.6	FALSE	89.6	2.4	2.35	1	2.4	0	0	NO_ROOM	NO_ROOM	0	1.32	34.5	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00042c5a	4.879.041	919.983	3514755.21	5405902.06	LOD2	1930	MediumRefurbishment	1010	residential	819.4	none	0	GMH	145.8	749.3	0	978.6	0	244.1	2645.2	FALSE	2560.5	20.9	15.74	7	2.9	13	24	HEATED	NOT_HEATED	0.6000000000000001	0.442	819.4	0.62	15,8	49.5	53521	9826	6934	4425	1063	53	0	0	0	149	2220	6231	9641	9.98
DEBW522AA00042bf4	4.879.034	921.363	3515769.53	5405896.23	LOD2	1960	MediumRefurbishment	1010	residential	587.1	none	0	MFH	156.4	277.6	0	463.7	373.8	213.4	1991	FALSE	1834.6	15.2	10.14	5	2.8	7	13	HEATED	NOT_HEATED	1	0.34	587.1	0.48	15,8	34.9	29771	5132	3563	2130	360	7	0	0	0	36	1016	3232	4995	9.76
DEBW522AA00042afa	4.879.541	920.926	3515446.99	5406459.54	LOD2	1955	MediumRefurbishment	1131	residential	129.5	industry	58.1	RH	72.7	94.6	0	186.9	249	105.5	610.7	FALSE	586.3	10.5	6.24	4	2.6	2	2	HEATED	NOT_HEATED	0.30000000000000004	0.455	187.6	0.49	21,1	31.5	9872	1623	1053	500	51	1	0	0	0	3	176	921	1583	5.19
DEBW522AA00042aab	4.879.205	920.758	3515324.16	5406085.62	LOD2	1983	MediumRefurbishment	2112	industry	6323.6	none	0	GMH	998.3	2133.6	0	2760.5	641.4	1021	20260.4	FALSE	19761.2	21.5	19.14	8	2.6	0	0	HEATED	NOT_HEATED	0.5	0.20800000000000002	6323.6	0.45	32,9	1.9	219787	4942	1895	263	4	0	0	0	0	0	7	644	4240	41.05
DEBW522AA00042aac	4.879.203	92.073	3515303.5	5406082.96	LOD2	1983	MediumRefurbishment	2112	industry	55.2	none	0	RH	30.9	67.1	0	138.7	87.9	30.9	146.9	FALSE	146.9	4.8	48.100.000.000.000.000	2	2.4	0	0	NO_ROOM	NO_ROOM	0	0.877	55.2	0.43	32,9	14.3	2607	259	137	41	2	0	0	0	0	0	5	92	255	1.09
DEBW522AA00042aad	4.879.218	920.737	3515308.58	5406099.73	LOD2	1983	MediumRefurbishment	2112	industry	101.9	none	0	RH	63.6	127.6	0	264.9	125.5	63.6	348.2	FALSE	318.4	5.5	5.47	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.5	0.766	101.9	0.43	32,9	19.7	5353	638	352	120	8	0	0	0	0	0	18	255	614	2.17
DEBW522AA00042aae	4.879.212	920.777	3515338.49	5406092.9	LOD2	1983	MediumRefurbishment	2112	industry	278.3	none	0	MFH	139.5	356	0	586.6	417.7	139.5	869.6	FALSE	869.6	15.9	15.91	6	2.7	0	0	NO_ROOM	NO_ROOM	0	0.73	278.3	0.38	32,9	15.1	13354	1404	719	216	11	0	0	0	0	0	29	499	1331	5.43
DEBW522AA00042946	4.878.827	921.034	3515528.05	5405665.32	LOD2	1973	MediumRefurbishment	1010	residential	160.1	none	0	MFH	59.4	179	0	301.8	109	82.6	559.8	FALSE	500.4	11.5	6.52	4	2.6	2	5	HEATED	NOT_HEATED	1	0.612	160.1	0.49	15,8	51.6	10798	2082	1391	837	176	7	0	0	0	25	404	1275	2063	3.41
DEBW522AA00042772	487.917	920.023	3514784.41	5406044.92	LOD2	1972	MediumRefurbishment	2050	retail	910	none	0	RH	379.1	521.9	0	915.7	211.7	379.1	3138	FALSE	2843.7	8.3	8.28	3	2.5	0	0	NO_ROOM	NOT_HEATED	0.8	0.425	910	0.43	73	50	111904	10649	7794	5251	1601	149	4	0	1	298	2598	6774	10345	18.47
DEBW522AA00042767	4.879.492	920.373	3515040.7	5406404.36	LOD2	1993	MediumRefurbishment	1010	residential	998	none	0	MFH	233.4	870.2	0	1191.2	181.1	233.4	3118.8	FALSE	3118.8	15.2	15.18	6	2.5	12	27	NO_ROOM	NO_ROOM	0	0.429	998	0.38	15,8	34.3	50079	8486	5956	3717	786	26	0	0	0	74	1687	5231	8306	10.87
DEBW522AA0004242b	4.878.899	920.293	3514983.34	5405744.18	LOD2	1975	MediumRefurbishment	1010	residential	595.3	none	0	MFH	145.9	411	0	603.6	196.5	198.9	1899.5	FALSE	1860.3	15.3	10.98	6	2.5	7	16	HEATED	NOT_HEATED	0.30000000000000004	0.403	595.3	0.48	15,8	40.6	33582	5830	4187	2715	630	23	0	0	0	70	1270	3699	5729	7.71
DEBW522AA00042370	4.879.029	919.962	3514739.82	5405888.57	LOD2	1948	MediumRefurbishment	1010	residential	964.8	none	0	GMH	175.5	715	0	915.8	193.3	305.3	3190.6	FALSE	3015.1	21.3	15.36	7	2.9	15	33	HEATED	NOT_HEATED	1	0.39	964.8	0.6000000000000001	15,8	46.7	60347	10756	7734	5069	1242	54	0	0	0	176	2576	6963	10496	11.6
DEBW522AA000420a2	4.879.089	921.317	3515735.45	5405957.75	LOD2	1927	MediumRefurbishment	1010	residential	530.2	none	0	MFH	139.3	277.3	0	431.4	330.4	193.1	1796.2	FALSE	1656.9	15.3	10.47	5	2.9	7	20	HEATED	NOT_HEATED	1	0.355	530.2	0.48	15,8	35.5	27245	4530	3243	2179	582	21	0	0	0	58	961	2821	4452	8.4
DEBW522AA00041fe2	4.879.093	920.861	3515400.22	5405961.31	LOD2	1950	MediumRefurbishment	1010	residential	403.2	none	0	MFH	160.8	238.9	0	502.5	133	238.9	1382.1	FALSE	1260.1	11.4	6.18	4	2.7	5	9	HEATED	NOT_HEATED	0.8	0.486	403.2	0.47000000000000003	15,8	45.6	24777	4449	3123	2037	537	23	0	0	0	71	982	2796	4372	10.91
DEBW522AA00041b18	4.878.865	919.403	3514329.47	5405705	LOD2	2015	MediumRefurbishment	2020	office and administration	3656.1	none	0	HH	493	1579.3	0	1910.8	726.8	493	11425.4	FALSE	11425.4	25.3	25.3	10	2.5	0	0	NO_ROOM	NO_ROOM	0	0.225	3656.1	0.37	14,6	48.1	229248	38024	29260	22334	9530	1415	54	6	11	2261	11493	24993	36454	21.73
DEBW522AA00041a11	4.879.535	920.971	3515479.74	5406452.95	LOD2	1997	MediumRefurbishment	1010	residential	399.2	none	0	MFH	116.3	392.9	0	634	31.7	167.7	1350.3	FALSE	1247.6	14.4	8.8	5	2.7	5	9	HEATED	NOT_HEATED	0.9	0.527	399.2	0.58	15,8	56.5	28876	5431	3839	2459	619	34	0	0	0	93	1256	3487	5334	8.76
DEBW522AA00041a12	4.879.529	920.976	3515483.75	5406446.07	LOD2	1997	MediumRefurbishment	2463	non-heated	20.5	none	0	RH	24.9	44.3	0	145.6	31.8	24.9	78.1	FALSE	64.2	3.1	3.11	1	2.6	0	0	NO_ROOM	NOT_HEATED	0.6000000000000001	1.329	20.5	0.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA0004172d	4.879.345	91.994	3514722.66	5406239.56	LOD2	1990	MediumRefurbishment	2120	industry	245.5	none	0	RH	153.5	220.5	0	463	106.1	153.5	899.5	FALSE	767.1	5.9	5.86	2	2.5	0	0	NO_ROOM	NOT_HEATED	0.9	0.629	245.5	0.42	32,9	14.4	11605	1162	620	189	11	0	0	0	0	0	25	410	1122	6.52
DEBW522AA000416dc	4.878.987	921.336	3515749.95	5405843.8	LOD2	1963	MediumRefurbishment	1010	residential	580.6	none	0	MFH	148.4	281.1	0	461.3	388.4	198.4	1962.9	FALSE	1814.5	15.6	10.88	5	2.9	7	10	HEATED	NOT_HEATED	1	0.334	580.6	0.48	15,8	33.9	28874	4947	3428	2042	340	7	0	0	0	32	964	3102	4816	8.93
DEBW522AA00041501	4.879.445	920.403	3515062.92	5406351.65	LOD2	1943	MediumRefurbishment	1010	residential	1065.7	none	0	GMH	189.1	897.2	0	1186.4	197.6	286.5	3918.9	FALSE	3729.8	22.5	17.19	7	3.1	17	27	HEATED	NOT_HEATED	1	0.363	1065.7	0.61	15,8	49.6	69751	12617	9045	5926	1489	72	1	0	0	223	3041	8133	12324	8.3
DEBW522AA000414ff	4.879.459	920.386	3515050.28	5406367.5	LOD2	1988	MediumRefurbishment	1010	residential	592.3	none	0	MFH	145.2	673.7	0	920.1	122.3	145.2	1850.8	FALSE	1850.8	12.7	12.74	5	2.5	7	19	NO_ROOM	NO_ROOM	0	0.521	592.3	0.39	15,8	41	33683	5977	4186	2617	561	20	0	0	0	69	1277	3747	5847	6.52
DEBW522AA00041402	4.878.883	921.306	3515727.68	5405728.23	LOD2	1954	MediumRefurbishment	1010	residential	91	none	0	RH	41.8	51.2	0	109.6	214.3	53.5	326.3	FALSE	284.5	9.5	6.11	3	2.8	1	3	HEATED	NOT_HEATED	1	0.48	91	0.48	15,8	43.7	5416	1011	688	384	58	1	0	0	0	7	192	641	992	1.8
DEBW522AA00040edc	4.879.159	920.121	3514856.4	5406032.5	LOD2	1988	MediumRefurbishment	1010	residential	763.3	none	0	MFH	176.6	460	0	673.3	539.9	176.6	2527.7	FALSE	2385.4	14.3	14.31	5	2.7	10	18	NO_ROOM	NOT_HEATED	0.8	0.333	763.3	0.36	15,8	29.2	34372	5443	3900	2540	570	15	0	0	0	46	1115	3373	5280	7.6
DEBW522AA00040bed	4.878.945	920.637	3515236.46	5405796.35	LOD2	2007	MediumRefurbishment	1123	residential	3554.7	retail	444.5	HH	555.6	1552.7	0	1858	669.6	598	13052.9	FALSE	12497.3	27.1	21.66	10	2.6	74	117	HEATED	NOT_HEATED	1	0.213	3999.1	0.46	22,2	28.6	202996	27312	20089	13655	3394	84	0	0	0	281	5851	17183	26393	27.38
DEBW522AA00040bef	48.789.320.000.000.000	920.634	3515233.88	5405781.65	LOD2	1983	MediumRefurbishment	2020	office and administration	740.3	none	0	MFH	168.2	521.6	0	718.4	268.1	168.2	2463.9	FALSE	2313.3	14.6	14.64	5	2.8	0	0	NO_ROOM	NOT_HEATED	0.9	0.362	740.3	0.4	14,6	52.7	49843	8888	6538	4670	1712	210	8	1	1	357	2358	5670	8615	7.6
DEBW522AA00040b6d	4.878.826	920.993	3515498.03	5405664.94	LOD2	1926	MediumRefurbishment	1010	residential	145.4	none	0	RH	53.3	96.3	0	168.6	200.1	75.7	466.4	FALSE	454.3	10.6	6.87	4	2.6	2	4	HEATED	NOT_HEATED	0.2	0.49	145.4	0.52	15,8	45.2	8867	1610	1113	717	184	9	0	0	0	21	324	987	1599	3.32
DEBW522AA000408b1	4.879.148	920.055	3514807.65	5406021.09	LOD2	1972	MediumRefurbishment	2050	retail	925.2	none	0	RH	385.5	476.5	0	790.4	192.8	385.5	2945.2	FALSE	2891.2	7.6	7.64	3	2.5	0	0	NO_ROOM	NOT_HEATED	0.1	0.427	925.2	0.42	73	51.4	115072	10840	8139	5702	1861	177	5	0	1	378	2883	7075	10464	18.47
DEBW522AA000408b2	4.879.133	920.075	3514822.5	5406004.57	LOD2	1972	MediumRefurbishment	2112	industry	286.4	none	0	RH	399.4	96.2	0	374.9	282.2	400.5	1286.5	FALSE	895	3.5	3.48	1	2.5	0	0	NO_ROOM	NOT_HEATED	1	0.732	286.4	0.30000000000000004	32,9	20.2	15188	1712	1104	495	51	0	0	0	0	1	74	730	1611	18.46
DEBW522AA000408b3	4.879.158	920.041	3514797.54	5406032.27	LOD2	1972	MediumRefurbishment	2050	retail	80.9	none	0	RH	33.7	134	0	223.7	94	33.7	253.9	FALSE	252.9	7.5	7.53	3	2.5	0	0	NO_ROOM	NOT_HEATED	0	0.795	80.9	0.54	73	70.5	11613	1438	967	556	129	10	0	0	0	25	282	877	1422	1.09
DEBW522AA000408b4	4.879.172	920.037	3514794.87	5406047.02	LOD2	1972	MediumRefurbishment	2050	retail	50.3	none	0	RH	27.4	67.7	0	160.5	37.3	27.4	105.4	FALSE	105.4	3.9	3.87	2	1.9	0	0	NO_ROOM	NO_ROOM	0	1.162	50.3	0.49	73	60.3	6706	771	506	295	69	6	0	0	0	14	150	461	760	1.09
DEBW522AA0004082a	4.878.772	921.362	3515769.64	5405605.2	LOD2	1978	MediumRefurbishment	1010	residential	463.3	none	0	MFH	122.7	228.9	0	395.1	333.8	209.3	1568.8	FALSE	1447.9	16	9.54	6	2.5	6	12	HEATED	NOT_HEATED	1	0.374	463.3	0.48	15,8	40.4	26034	4558	3254	2027	396	10	0	0	0	46	1010	2949	4445	10.12
