gml_id	Latitude	Longitude	X_coordina	Y_coordina	LOD	Year_of_co	Refurbishm	ALKIS_code	PrimaryUsa	PrimaryU00	SecondaryU	Secondar00	BuildingTy	Footprint_	Total_wall	Total_wa00	Total_outw	Total_shar	Total_roof	Gross_volu	Is_Gross_v	Heated_vol	Ridge_mean	Eaves_mean	Storey_num	Average_St	Number_of_	Number_o00	Attic_Heat	Basement_H	Basement_c	Surface_ar	Heated_are	Mean_Uvalu	Specific_d	Specific_s	Total_Year	January_He	February_H	March_Heat	April_Heat	May_Heatin	June_Heati	July_Heati	August_Hea	September_	October_He	November_H	December_H	PV_potenti
DEBW522AA00038d39	4.879.336	920.324	3515005.26	5406229.99	LOD2	1976	MediumRefurbishment	2112	industry	21.6	none	0	RH	26.9	53.8	0	225.8	106.1	26.9	85.2	FALSE	67.5	3.2	3.16	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.7000000000000001	1.428	21.6	0.47000000000000003	32,9	45.7	1696	309	161	62	6	0	0	0	0	0	14	132	303	1.09
DEBW522AA00038bae	4.878.989	920.677	3515265.17	5405844.6	LOD2	2001	MediumRefurbishment	1010	residential	844.1	none	0	GMH	184.3	705.1	0	1047.3	69.7	233.4	2822.1	FALSE	2637.8	17.3	13.65	6	2.7	14	22	HEATED	NOT_HEATED	1	0.417	844.1	0.45	15,8	36.8	44434	7821	5369	3206	607	16	0	0	0	60	1471	4836	7676	9.92
DEBW522AA00038ba9	487.899	92.065	3515245.78	5405846.71	LOD2	1996	MediumRefurbishment	1010	residential	533.6	none	0	MFH	125.2	554.6	0	865	112.3	148.6	1792.7	FALSE	1667.4	15.6	12.02	5	2.9	7	13	HEATED	NOT_HEATED	1	0.487	533.6	0.6000000000000001	15,8	50.8	35569	6723	4633	2803	605	26	0	0	0	82	1402	4225	6617	7.37
DEBW522AA00038baa	4.878.993	920.631	3515231.74	5405849.42	LOD2	1950	MediumRefurbishment	2463	non-heated	90	none	0	RH	55.8	88.4	0	232.5	100.5	55.8	202.8	FALSE	202.8	4.1	4.13	2	2.1	0	0	NO_ROOM	NO_ROOM	0	0.986	90	0.41000000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00038b24	4.879.071	920.639	3515236.99	5405936.69	LOD2	1975	MediumRefurbishment	1010	residential	418.1	none	0	MFH	167.7	331.1	0	652	0	279.9	1474.2	FALSE	1306.5	12.1	5.48	4	2.8	5	9	HEATED	NOT_HEATED	1	0.562	418.1	0.48	15,8	50.4	27712	5204	3598	2202	473	20	0	0	0	64	1097	3308	5125	13.53
DEBW522AA00038af9	4.879.415	920.307	3514992.51	5406317.63	LOD2	1959	MediumRefurbishment	1123	residential	475.7	retail	106.8	GMH	133.5	376.3	0	559.2	333.6	154.6	1953.9	FALSE	1820.4	16.2	13.07	6	2.5	9	14	HEATED	NOT_HEATED	1	0.355	582.5	0.47000000000000003	26,3	39	38061	5560	3930	2484	549	20	0	0	0	71	1213	3493	5410	7.35
DEBW522AA00038afb	4.879.411	9.203	3514986.93	5406313.12	LOD2	1991	MediumRefurbishment	2120	industry	136.4	none	0	RH	50	130.4	0	233.3	129.3	50	336.8	FALSE	336.8	6.7	6.74	3	2.2	0	0	NO_ROOM	NO_ROOM	0	0.684	136.4	0.47000000000000003	32,9	7.5	5506	366	160	37	2	0	0	0	0	0	3	93	363	2.17
DEBW522AA00038a6a	4.878.794	920.862	3515402.07	5405629.05	LOD2	1958	MediumRefurbishment	1010	residential	204.6	none	0	MFH	59.5	219.4	0	357.8	133.4	90.4	694.2	FALSE	639.5	13.9	9.4	5	2.6	3	6	HEATED	NOT_HEATED	0.9	0.561	204.6	0.51	15,8	48.2	13113	2483	1690	994	208	10	0	0	0	25	473	1524	2465	3.37
DEBW522AA000384f9	4.878.771	920.656	3515250.45	5405602.77	LOD2	1978	MediumRefurbishment	1010	residential	570.7	none	0	MFH	164.4	376.7	0	637.3	155.1	249.5	1947.9	FALSE	1783.5	14.9	9.4	5	2.8	7	11	HEATED	NOT_HEATED	1	0.429	570.7	0.48	15,8	40.1	31931	5679	3925	2432	524	18	0	0	0	60	1147	3528	5579	8.61
DEBW522AA00038352	4.879.083	921.127	3515595.81	5405950.67	LOD2	1978	MediumRefurbishment	1010	residential	516.5	none	0	MFH	129.3	305.8	0	451.9	287.4	186.3	1710.7	FALSE	1614.1	15.7	10.67	6	2.5	6	9	HEATED	NOT_HEATED	0.7000000000000001	0.376	516.5	0.48	15,8	39.3	28456	4986	3531	2167	413	11	0	0	0	46	1058	3186	4876	8.75
DEBW522AA00037f6a	4.879.469	92.045	3515097.05	5406378.74	LOD2	1948	MediumRefurbishment	1010	residential	139	none	0	EFH	63.3	219.4	0	390.5	56.8	84.1	591.5	FALSE	528.1	10.9	7.67	3	3.3	1	3	HEATED	NOT_HEATED	1	0.665	139	0.49	15,8	64.3	11137	2229	1520	897	192	10	0	0	0	30	456	1396	2205	3.52
DEBW522AA00037ced	4.878.972	920.618	3515222.37	5405826.17	LOD2	1955	MediumRefurbishment	1010	residential	642.7	none	0	RH	264.3	484	0	761.1	62.9	264.3	2008.3	FALSE	2008.3	7.6	7.61	3	2.5	8	17	NO_ROOM	NO_ROOM	0	0.504	642.7	0.42	15,8	40.5	36180	6405	4521	2778	576	21	0	0	0	64	1324	4017	6295	11.95
DEBW522AA00037cee	4.878.989	92.059	3515201.51	5405844.55	LOD2	1970	MediumRefurbishment	2463	non-heated	31.5	none	0	EFH	34.5	56.1	0	183.4	0	34.5	83.1	FALSE	83.1	2.4	2.39	1	2.4	0	0	NO_ROOM	NO_ROOM	0	15.070.000.000.000.000	31.5	0.35000000000000003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00037a76	487.913	920.388	3515052.83	5406001.77	LOD2	1951	MediumRefurbishment	1010	residential	114.7	none	0	RH	51.2	79	0	169	221.4	64.1	409.6	FALSE	358.4	9.5	6.14	3	2.8	1	2	HEATED	NOT_HEATED	1	0.508	114.7	0.49	15,8	46.4	7142	1341	926	523	84	2	0	0	0	10	260	858	1321	27.800.000.000.000.000
DEBW522AA00037719	4.878.999	919.719	3514561.24	5405853.95	LOD2	1954	MediumRefurbishment	1010	residential	1363.3	none	0	HH	204.6	967	0	1240.7	256.7	228	4402.1	FALSE	4260.3	23.2	19.75	9	2.5	25	39	HEATED	NOT_HEATED	0.7000000000000001	0.325	1363.3	0.53	15,8	34.5	68643	11878	8201	4860	890	26	0	0	0	81	2156	7245	11712	10.94
DEBW522AA000376af	487.903	919.877	3514677.47	5405888.58	LOD2	2008	MediumRefurbishment	2020	office and administration	1767.2	none	0	GMH	252	851.7	0	1025.6	524.2	252	4831.3	FALSE	4831.3	19.7	19.71	8	2.5	0	0	NO_ROOM	NO_ROOM	0	0.281	1767.2	0.38	14,6	41.8	99733	16567	12679	9205	3309	328	9	1	2	637	4516	10776	15886	11.95
DEBW522AA00037537	4.878.852	921.063	3515549.57	5405693.28	LOD2	1997	MediumRefurbishment	1010	residential	106	none	0	RH	47.2	74.2	0	160	192.4	62.8	378.3	FALSE	331.2	9.7	6.33	3	2.9	1	1	HEATED	NOT_HEATED	1	0.522	106	0.64	15,8	59.4	7975	1568	1074	631	126	5	0	0	0	20	332	1004	1535	1.79
DEBW522AA00037370	4.879.019	920.787	3515346.3	5405879.14	LOD2	1976	MediumRefurbishment	1010	residential	811.8	none	0	RH	225	541.6	0	830.9	133.5	225	2202.9	FALSE	2202.9	9.8	9.79	4	2.4	10	19	NO_ROOM	NO_ROOM	0	0.45	811.8	0.48	15,8	36.3	42313	7486	5148	2929	435	8	0	0	0	43	1380	4715	7309	10.86
DEBW522AA00036f17	487.944	920.272	3514966.68	5406345.71	LOD2	1961	MediumRefurbishment	1123	residential	862.7	retail	159.9	GMH	199.9	522	0	718.7	478.1	221.5	3294.4	FALSE	3195.7	18	14.84	7	2.5	16	23	HEATED	NOT_HEATED	0.5	0.292	1022.6	0.47000000000000003	24,8	35.4	61576	8639	6359	4180	990	31	0	0	0	110	1966	5555	8407	12.25
DEBW522AA00036df9	4.879.405	920.256	3514954.92	5406306.9	LOD2	1956	MediumRefurbishment	2020	office and administration	572.7	none	0	RH	351	404.2	0	830.6	101.9	351	1827.3	FALSE	1789.5	5.2	5.21	2	2.6	0	0	NO_ROOM	NOT_HEATED	0.1	0.61	572.7	0.38	14,6	63.5	44722	8237	6103	4312	1531	193	7	1	1	344	2265	5355	8009	16.29
DEBW522AA00036dfa	4.879.385	920.275	3514968.86	5406285.02	LOD2	1992	MediumRefurbishment	2020	office and administration	35.5	none	0	RH	44.3	55.2	0	170.8	36.1	44.3	126.9	TRUE	110.9	2.9	2.86	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.4	1.195	35.5	0.41000000000000003	14,6	96.8	3952	810	573	381	120	13	0	0	0	27	203	516	792	1.09
DEBW522AA00036c84	4.879.251	920.187	3514904.84	5406135.88	LOD2	1959	MediumRefurbishment	1122	residential	366	office and administration	91.2	MFH	114	481.4	0	649.3	232.4	114	1428.7	FALSE	1428.7	12.5	12.53	5	2.5	6	9	NO_ROOM	NO_ROOM	0	0.497	457.2	0.46	15,6	47.9	29032	5300	3752	2401	584	31	0	0	0	88	1207	3358	5182	5.43
DEBW522AA0003685d	487.885	921.105	3515580.01	5405691.55	LOD2	1991	MediumRefurbishment	1010	residential	96.1	none	0	RH	46.2	58.6	0	140.2	197.5	63.7	346.6	FALSE	300.4	9.3	5.72	3	2.8	1	3	HEATED	NOT_HEATED	1	0.521	96.1	0.48	15,8	46.1	5954	1134	761	418	63	2	0	0	0	8	211	719	1115	1.76
DEBW522AA00036717	4.878.768	920.098	3514840.53	5405598.61	LOD2	1958	MediumRefurbishment	1010	residential	519.5	none	0	GMH	114.5	375.4	0	586.1	255.9	164.1	1737.8	FALSE	1623.4	19	12.27	7	2.6	8	13	HEATED	NOT_HEATED	1	0.395	519.5	0.48	15,8	37.5	27718	4866	3386	2048	394	12	0	0	0	43	959	2994	4789	7.99
DEBW522AA00036718	4.878.758	9.201	3514841.74	5405587.02	LOD2	1962	MediumRefurbishment	2463	non-heated	26	none	0	EFH	32.7	57.2	0	178	0	32.7	82	FALSE	81.3	2.5	2.52	1	2.5	0	0	NO_ROOM	NOT_HEATED	0	1.501	26	0.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00036642	4.879.464	920.441	3515090.8	5406372.49	LOD2	1957	MediumRefurbishment	1010	residential	226	none	0	EFH	73.5	256.4	0	460	57	89.4	680.1	FALSE	606.5	10.7	7.53	4	2.4	1	2	HEATED	NOT_HEATED	1	0.662	226	0.5700000000000001	15,8	59	16925	3168	2271	1489	398	24	0	0	0	64	771	2051	3109	3.65
DEBW522AA0003663a	4.879.289	920.266	3514962.83	5406178.43	LOD2	1950	MediumRefurbishment	1123	residential	466	retail	118.7	GMH	148.4	422.1	0	632.9	308.9	171	2183.4	FALSE	2035	16.3	13.13	5	3.1	9	17	HEATED	NOT_HEATED	1	0.355	584.8	0.48	27,4	41.6	40360	5888	4235	2682	598	23	0	0	0	78	1297	3752	5758	8.38
DEBW522AA00036439	4.878.762	920.598	3515207.67	5405592.21	LOD2	1978	MediumRefurbishment	1010	residential	500.3	none	0	MFH	165.7	309.7	0	581.5	151.8	250.8	1664.5	FALSE	1563.5	13.1	75.600.000.000.000.000	5	2.5	6	10	HEATED	NOT_HEATED	0.6000000000000001	0.452	500.3	0.47000000000000003	15,8	43.6	29755	5281	3746	2414	604	27	0	0	0	71	1149	3347	5192	9
DEBW522AA00036399	4.879.544	920.897	3515425.31	5406463.2	LOD2	1962	MediumRefurbishment	1010	residential	280.2	none	0	MFH	82.1	237	0	374.1	195.5	110.3	947.1	FALSE	875.7	13.9	9.17	5	2.6	3	8	HEATED	NOT_HEATED	0.9	0.47500000000000003	280.2	0.5	15,8	49.6	18336	3305	2400	1559	366	14	0	0	0	51	795	2184	3224	5.37
DEBW522AA0003639a	4.879.545	920.912	3515436.16	5406463.65	LOD2	1958	MediumRefurbishment	2140	hall	34	none	0	RH	42.3	42.8	0	148.9	108.4	42.3	148.6	FALSE	106.3	3.5	3.5	1	2.5	0	0	NO_ROOM	NOT_HEATED	1	0.973	34	0.39	non calculated	105.9	3602	747	565	438	202	41	1	0	0	68	278	527	735	1.09
DEBW522AA0003632e	4.878.803	921.134	3515601.63	5405639.64	LOD2	1950	MediumRefurbishment	1010	residential	107.5	none	0	RH	54.9	57	0	121	202	66.6	378.2	FALSE	335.9	8.4	5.32	3	2.6	1	2	HEATED	NOT_HEATED	0.8	0.497	107.5	0.47000000000000003	15,8	46.3	6680	1246	861	500	84	2	0	0	0	11	253	799	1222	27.800.000.000.000.000
DEBW522AA00035f5e	4.878.844	919.596	3514471.31	5405681.33	LOD2	1956	MediumRefurbishment	2463	non-heated	35.2	none	0	RH	38.9	44.7	0	145.8	51.1	38.9	94	FALSE	94	2.4	2.41	1	2.4	0	0	NO_ROOM	NO_ROOM	0	1.302	35.2	0.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA00035f4d	4.879.273	919.912	3514702.15	5406159.25	LOD2	1976	MediumRefurbishment	1010	residential	1308.7	none	0	GMH	276.6	725.5	0	1080.5	251.2	414	4299.1	FALSE	4089.8	18.6	12.68	7	2.6	21	43	HEATED	NOT_HEATED	0.8	0.34	1308.7	0.49	15,8	38.2	70763	12019	8776	5648	1185	31	0	0	0	133	2750	7804	11686	20.22
DEBW522AA000359d8	4.879.413	920.056	3514808.18	5406315.82	LOD2	1990	MediumRefurbishment	1010	residential	190.6	none	0	RH	114.4	206.4	0	456.7	120.1	114.4	710	FALSE	595.6	6.2	6.21	2	2.6	2	6	NO_ROOM	NOT_HEATED	1	0.669	190.6	0.44	15,8	55.6	13614	2624	1820	1090	217	9	0	0	0	34	563	1664	2574	5.43
DEBW522AA0003584e	4.878.872	920.042	3514799.24	5405714.11	LOD2	1977	MediumRefurbishment	1010	residential	862.9	none	0	MFH	215.8	785.6	0	1014.4	0	215.8	2708.2	FALSE	2696.5	12.6	12.55	5	2.5	11	16	NO_ROOM	NOT_HEATED	0.1	0.451	862.9	0.44	15,8	40.4	48543	8503	6038	3841	842	31	0	0	0	97	1845	5352	8326	9.78
DEBW522AA00035790	4.879.388	92.021	3514921.21	5406288.43	LOD2	1986	MediumRefurbishment	1010	residential	1625.9	none	0	GMH	298.5	1318.4	0	1692	351.3	298.5	5080.8	FALSE	5080.8	17.8	17.78	7	2.5	26	36	NO_ROOM	NO_ROOM	0	0.377	1625.9	0.39	15,8	33.5	80182	13328	9574	6026	1213	31	0	0	0	114	2780	8381	12981	14.12
DEBW522AA0003559c	4.878.777	920.789	3515348.66	5405609.85	LOD2	1947	MediumRefurbishment	1010	residential	976.1	none	0	GMH	201.1	648.5	0	820	191.9	267.6	3251.5	FALSE	3050.4	18.6	13.6	6	2.9	16	32	HEATED	NOT_HEATED	1	0.358	976.1	0.59	15,8	43.3	57774	10158	7287	4711	1094	40	0	0	0	149	2409	6567	9897	13.43
DEBW522AA000354fa	4.879.517	920.979	3515485.3	5406432.98	LOD2	1984	MediumRefurbishment	1010	residential	314.7	none	0	MFH	85.9	262.8	0	399.6	192.1	116.4	1018.3	FALSE	983.3	13.9	9.45	5	2.7	4	5	HEATED	NOT_HEATED	0.4	0.467	314.7	0.45	15,8	43.2	18563	3301	2358	1477	294	8	0	0	0	36	738	2148	3218	5.31
DEBW522AA0003533e	4.879.522	920.904	3515430.75	5406438.57	LOD2	1939	MediumRefurbishment	1010	residential	152.8	none	0	RH	61.6	135.5	0	262.9	115.7	102.1	500.1	FALSE	477.6	10.8	4.84	4	2.6	2	5	HEATED	NOT_HEATED	0.4	0.616	152.8	0.53	15,8	49.8	10027	1984	1278	699	135	6	0	0	0	17	333	1172	1983	4.39
DEBW522AA0003525a	4.879.248	919.854	3514659.93	5406131.1	LOD2	1951	MediumRefurbishment	1010	residential	140.8	none	0	MFH	50.4	73.2	0	147.4	322.5	86.4	490.5	FALSE	440.1	12.9	6.31	4	3	2	6	HEATED	NOT_HEATED	1	0.454	140.8	0.48	15,8	41.9	8135	1445	1015	640	145	6	0	0	0	17	309	909	1419	3.31
DEBW522AA000351a0	4.878.866	920.698	3515281.42	5405707.83	LOD2	1955	MediumRefurbishment	2112	industry	50	none	0	EFH	26.8	79.1	0	185.5	0	26.8	99.8	FALSE	99.8	3.7	3.7	2	1.8	0	0	NO_ROOM	NO_ROOM	0	1.33	50	0.5	32,9	25.2	2899	383	226	93	9	0	0	0	0	0	16	165	367	1.09
DEBW522AA00034b30	4.878.905	920.894	3515425.37	5405752.64	LOD2	1976	MediumRefurbishment	1010	residential	1844.8	none	0	GMH	297.3	1356	0	1713.6	0	436.3	5771.6	FALSE	5765.1	23	14.68	9	2.6	30	47	HEATED	NOT_HEATED	0	0.362	1844.8	0.51	15,8	36.6	96813	16838	11683	7232	1449	43	0	0	0	144	3253	10387	16560	14.32
DEBW522AA00034b26	4.878.959	920.562	3515181.3	5405810.99	LOD2	1963	MediumRefurbishment	2050	retail	175.2	none	0	EFH	64.6	220	0	357.9	49.3	64.6	476.8	FALSE	476.8	7.4	7.36	3	2.5	0	0	NO_ROOM	NO_ROOM	0	0.732	175.2	0.41000000000000003	73	54.7	22375	2263	1619	1088	333	33	1	0	0	69	552	1428	2202	2.17
DEBW522AA00034b24	4.878.968	920.546	3515169.02	5405821.04	LOD2	1963	MediumRefurbishment	1010	residential	549.6	none	0	GMH	132.3	437.5	0	678	172.2	189.1	1849.6	FALSE	1717.4	16.7	11.04	6	2.6	9	14	HEATED	NOT_HEATED	1	0.43	549.6	0.48	15,8	42.2	31903	5670	3992	2519	544	19	0	0	0	70	1245	3593	5547	8.56
DEBW522AA000346e4	4.879.562	92.094	3515456.64	5406482.96	LOD2	1950	MediumRefurbishment	1010	residential	129.2	none	0	RH	65	101.5	0	207.1	151	77.7	449.8	FALSE	403.7	8.4	5.47	3	2.6	1	4	HEATED	NOT_HEATED	0.7000000000000001	0.5730000000000001	129.2	0.49	15,8	50.1	8524	1614	1098	672	152	7	0	0	0	21	324	993	1597	3.55
DEBW522AA000343f6	4.879.203	919.776	3514602.76	5406080.89	LOD2	1981	MediumRefurbishment	2020	office and administration	313.2	none	0	MFH	114.3	117.2	0	239.8	314.9	183.5	1093	FALSE	978.7	12.6	6.23	4	2.9	0	0	HEATED	NOT_HEATED	1	0.399	313.2	0.45	14,6	61.4	23819	4283	3204	2337	885	115	4	0	1	209	1238	2820	4146	8.34
DEBW522AA000343f7	4.879.197	919.767	3514595.96	5406074.76	LOD2	1981	MediumRefurbishment	2020	office and administration	162.2	none	0	MFH	58.6	85.1	0	162.9	253.9	93.6	565.6	FALSE	507	12.6	6.65	4	2.9	0	0	HEATED	NOT_HEATED	1	0.443	162.2	0.45	14,6	63.7	12710	2317	1720	1244	466	61	2	0	0	110	659	1515	2247	3.33
DEBW522AA000343f8	4.879.199	919.788	3514611.19	5406076.43	LOD2	1981	MediumRefurbishment	2020	office and administration	32.2	none	0	RH	40.1	44.3	0	143.3	75.5	40.1	125.4	FALSE	100.5	3.1	3.12	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.6000000000000001	1.08	32.2	0.37	14,6	81.9	3103	630	441	286	89	10	0	0	0	18	147	390	621	1.09
DEBW522AA0003433d	4.879.428	920.452	3515098.62	5406332.65	LOD2	2003	MediumRefurbishment	1122	residential	675	office and administration	107.7	GMH	134.7	871.3	0	1151.6	0	156.6	2170.6	FALSE	2170.6	17.5	17.47	7	2.5	13	25	NO_ROOM	NO_ROOM	0	0.536	782.7	0.41000000000000003	15,7	38.2	42186	7486	5190	3121	615	22	0	0	0	69	1447	4621	7351	6.36
DEBW522AA0003419d	4.879.217	920.128	3514861.41	5406097.56	LOD2	1989	MediumRefurbishment	1010	residential	947.7	none	0	MFH	192.4	470	0	625.7	557.8	192.4	2961.5	FALSE	2961.5	15.4	15.38	6	2.6	12	20	NO_ROOM	NO_ROOM	0	0.289	947.7	0.35000000000000003	15,8	27.8	41334	6320	4674	3104	703	14	0	0	0	53	1359	3998	6099	8.69
DEBW522AA00034168	4.878.798	92.087	3515408.03	5405633.55	LOD2	1929	MediumRefurbishment	1010	residential	165.4	none	0	MFH	57.6	119.7	0	216.8	267.2	87.7	656.5	FALSE	598.9	13.6	9.13	4	3.2	2	4	HEATED	NOT_HEATED	1	0.426	165.4	0.48	15,8	45.6	10159	1846	1284	811	196	10	0	0	0	25	396	1153	1819	3.35
DEBW522AA0003408e	4.879.315	919.893	3514688.16	5406205.81	LOD2	1992	MediumRefurbishment	2020	office and administration	2367.9	none	0	RH	1075.1	1301.8	0	2380	0	1075.1	8281.7	FALSE	7399.7	8.3	8.32	3	2.5	0	0	NO_ROOM	NOT_HEATED	0.8	0.435	2367.9	0.41000000000000003	14,6	57.8	171574	30963	22912	16395	5947	744	26	2	5	1339	8554	20071	30023	51.05
DEBW522AA00033ef5	4.879.083	920.001	3514768.31	5405948.6	LOD2	1996	MediumRefurbishment	1010	residential	1709	none	0	GMH	381.1	1259.1	0	1749.2	230.3	381.1	5718.1	FALSE	5340.7	16.7	16.71	6	2.6	27	44	NO_ROOM	NOT_HEATED	1	0.368	1709	0.38	15,8	31.6	81030	13293	9417	5980	1298	39	0	0	0	112	2659	8188	12974	15.21
DEBW522AA00033ea3	4.878.847	921.231	3515673.18	5405688.62	LOD2	1979	MediumRefurbishment	1010	residential	98.8	none	0	RH	42.3	57.5	0	110.2	213.7	53.4	351	FALSE	308.7	10	6.67	3	3	1	1	HEATED	NOT_HEATED	1	0.465	98.8	0.49	15,8	42	5710	1063	718	392	56	1	0	0	0	6	194	671	1044	1.82
DEBW522AA00033b5f	4.879.517	919.374	3514306.13	5406430.05	LOD2	2007	MediumRefurbishment	3021	education	6505.3	none	0	HH	758.7	4125.6	0	4464.1	12.1	872.6	20329	FALSE	20329	25.4	25.4	10	2.5	0	0	NO_ROOM	NO_ROOM	0	0.28300000000000003	6505.3	0.43	24,8	36.6	399680	54855	40063	27622	8354	683	24	3	7	1806	15161	36104	53407	39.1
DEBW522AA00033a9d	4.879.136	920.386	3515051.2	5406008.47	LOD2	1983	MediumRefurbishment	1010	residential	111.4	none	0	RH	47.8	61.2	0	128.4	242.7	60.4	396.1	FALSE	348.3	9.8	6.57	3	2.9	1	4	HEATED	NOT_HEATED	1	0.454	111.4	0.49	15,8	42.2	6467	1191	815	462	71	2	0	0	0	8	230	754	1169	1.81
DEBW522AA00033940	4.879.174	919.788	3514611.29	5406048.89	LOD2	1981	MediumRefurbishment	2020	office and administration	1428	none	0	GMH	308.8	1119.1	0	1588.8	0	333.4	4749.5	FALSE	4462.5	16.6	14.06	6	2.6	0	0	HEATED	NOT_HEATED	0.9	0.386	1428	0.47000000000000003	14,6	58.2	104038	19069	14102	9756	3168	321	10	1	2	694	5122	12441	18489	16.06
DEBW522AA00033941	4.879.179	919.813	3514629.92	5406054.79	LOD2	1966	MediumRefurbishment	2463	non-heated	61.9	none	0	RH	77.6	54.2	0	168.3	126.4	77.6	214.4	FALSE	193.4	2.8	2.77	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.30000000000000004	1.004	61.9	0.36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.26
DEBW522AA0003368f	4.879.152	92.011	3514848.3	5406025.14	LOD2	1988	MediumRefurbishment	1010	residential	570.5	none	0	MFH	116.2	329.2	0	421.5	549.5	116.2	1782.7	FALSE	1782.7	15.4	15.35	6	2.6	7	15	NO_ROOM	NO_ROOM	0	0.315	570.5	0.36	15,8	29.3	25776	4031	2921	1958	492	14	0	0	0	42	870	2513	3900	5.43
DEBW522AA000335e9	487.877	919.737	3514575.35	5405599.91	LOD2	2003	MediumRefurbishment	1122	residential	936.8	office and administration	213	MFH	266.2	735.8	0	995.3	226	266.2	3755.2	FALSE	3592.9	14.1	14.11	5	2.7	14	26	NO_ROOM	NOT_HEATED	0.6000000000000001	0.34700000000000003	1149.7	0.4	15,6	40.9	64960	10508	8017	5878	2061	140	1	0	0	340	2986	6959	10120	11.95
DEBW522AA000335ea	4.878.767	919.725	3514566.59	5405596.52	LOD2	1972	MediumRefurbishment	2463	non-heated	30.7	none	0	RH	38.3	46.4	0	138.7	89.8	38.3	123.4	FALSE	95.9	3.2	3.22	1	2.5	0	0	NO_ROOM	NOT_HEATED	0.7000000000000001	1.104	30.7	0.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.09
DEBW522AA000335ed	4.878.762	919.747	3514583	5405590.48	LOD2	1972	MediumRefurbishment	2020	office and administration	106.7	none	0	RH	115.4	64.7	0	244.1	109.6	115.4	207.9	FALSE	207.9	1.8	1.81	1	1.8	0	0	NO_ROOM	NO_ROOM	0	1.422	106.7	0.34	14,6	53	7210	1353	950	624	189	19	1	0	0	37	316	836	1326	5.43
DEBW522AA0003354a	4.878.865	92.123	3515671.89	5405708.2	LOD2	1926	MediumRefurbishment	1010	residential	87.2	none	0	RH	41.5	48.8	0	107.5	212.7	52.7	314	FALSE	272.5	9.3	5.93	3	2.8	1	1	HEATED	NOT_HEATED	1	0.487	87.2	0.49	15,8	46.7	5456	1020	704	408	70	2	0	0	0	9	208	654	999	1.8
DEBW522AA000333da	4.879.519	920.743	3515312.01	5406434.53	LOD2	2008	MediumRefurbishment	1123	residential	1336.1	retail	155.5	GMH	194.4	1252.4	0	1530.2	0	194.5	4126.6	FALSE	4126.6	22.4	22.42	9	2.5	24	45	NO_ROOM	NO_ROOM	0	0.398	1491.6	0.41000000000000003	21,8	30.4	77804	11444	7927	4765	895	23	0	0	0	72	2019	6944	11199	7.6
DEBW522AA00033327	4.879.089	919.914	3514704.17	5405955.27	LOD2	2003	MediumRefurbishment	2111	industry	1668.2	none	0	MFH	386.2	1171	0	1596.1	218.4	386.2	5329.8	FALSE	5213.2	13.8	13.8	5	2.7	0	0	NO_ROOM	NOT_HEATED	0.30000000000000004	0.37	1668.2	0.41000000000000003	32,9	5.4	63792	3276	1574	357	11	0	0	0	0	0	20	751	2986	18.47
DEBW522AA00033328	4.879.075	919.916	3514705.71	5405939.79	LOD2	1970	MediumRefurbishment	2111	industry	23	none	0	RH	25.4	33.3	0	113.9	56.9	25.4	57.2	FALSE	57.2	2.3	2.26	1	2.3	0	0	NO_ROOM	NO_ROOM	0	1.468	23	0.42	32,9	24.9	1330	183	95	34	3	0	0	0	0	0	6	71	180	1.09
DEBW522AA000332e8	4.878.802	919.608	3514480.76	5405635.15	LOD2	1957	MediumRefurbishment	1010	residential	971.7	none	0	GMH	171.7	910.6	0	1253.6	9.1	238	3208.4	FALSE	3036.7	21.1	13.52	7	2.9	16	24	HEATED	NOT_HEATED	1	0.428	971.7	0.5	15,8	39.4	53643	9559	6671	3963	723	22	0	0	0	78	1866	5954	9416	10.14
DEBW522AA00033291	4.878.816	921.252	3515688.08	5405654.4	LOD2	1975	MediumRefurbishment	1010	residential	639.8	none	0	MFH	158.1	378.2	0	582.7	310.3	229.7	2124.8	FALSE	1999.4	15.8	11.1	6	2.5	8	11	HEATED	NOT_HEATED	0.8	0.374	639.8	0.48	15,8	38.1	34503	5886	4160	2754	775	34	0	0	0	83	1243	3649	5785	10.09
DEBW522AA0003312e	4.878.868	921.065	3515550.56	5405711.7	LOD2	1925	MediumRefurbishment	1010	residential	111.2	none	0	RH	48.6	131.2	0	267.1	106.5	64.6	396.1	FALSE	347.5	9.9	6.47	3	3	1	2	HEATED	NOT_HEATED	1	0.667	111.2	0.54	15,8	62	8655	1714	1182	696	131	5	0	0	0	20	359	1108	1679	1.77
